ID	Weight	Height	Shoulder	Chest	Waist	Abdo	Hip	Thigh	Bicep	Forearm	Knee	Calf	Ankle	Wrist	Age	Sex
214	67.3	175.3	112.4	100.3	79.1	80.4	94.3	51.0	32.6	27.2	36.1	32.7	22.5	17.9	32.0	Male
215	77.7	175.9	112.2	95.7	85.8	94.7	106.8	60.6	33.6	27.3	37.5	41.8	26.2	17.8	27.0	Male
216	81.8	175.3	127.0	108.0	90.8	92.4	100.3	56.5	36.8	29.3	37.5	36.3	23.4	16.7	42.0	Male
217	75.5	179.1	115.3	101.0	85.4	86.9	101.8	57.0	34.0	27.1	39.4	37.1	23.7	16.6	44.0	Male
218	84.5	181.6	111.5	98.6	91.6	102.1	106.7	57.8	32.3	27.9	41.8	41.5	27.7	18.1	46.0	Male
219	76.6	177.8	118.3	101.6	79.7	82.0	98.4	58.1	36.5	31.0	38.0	38.1	25.3	17.7	19.0	Male
220	85.0	182.9	118.0	99.0	86.1	90.8	101.3	56.0	33.5	28.3	37.7	38.3	25.2	17.4	43.0	Male
221	102.5	177.8	127.0	116.7	113.2	102.9	107.9	57.7	37.4	28.9	37.8	37.4	24.1	17.1	28.0	Male
222	77.3	184.2	124.4	105.0	79.5	85.8	92.7	51.8	36.2	27.0	33.9	28.9	20.3	15.8	39.0	Male
223	71.8	179.1	112.4	95.1	85.4	84.1	94.3	52.7	31.2	25.9	37.4	34.4	24.5	17.1	30.0	Male
224	87.9	176.5	125.8	106.7	97.9	94.7	104.6	60.8	36.2	28.7	37.7	39.4	22.6	17.5	36.0	Male
225	94.3	188.0	131.7	116.6	94.7	93.1	103.3	58.0	42.3	31.9	39.9	39.6	25.5	18.9	48.0	Male
226	70.9	174.0	117.3	103.5	86.1	90.5	96.7	55.2	34.5	27.7	37.3	34.8	22.5	16.4	48.0	Male
227	64.5	167.6	107.6	90.4	84.9	83.7	97.9	51.8	28.0	25.2	37.5	36.0	21.3	15.1	53.0	Male
228	77.3	170.2	122.4	107.5	92.2	88.6	97.5	53.7	34.3	27.6	36.0	37.5	23.3	16.7	45.0	Male
229	72.3	167.6	117.0	100.8	83.7	82.5	97.7	53.3	32.5	27.1	35.4	37.0	22.7	16.6	39.0	Male
230	87.3	188.0	119.0	104.2	97.8	93.6	102.5	58.0	35.8	29.4	39.0	38.1	23.0	17.0	43.0	Male
231	80.0	174.0	123.5	104.9	98.6	99.2	103.3	55.3	35.0	29.3	35.9	36.0	23.5	18.1	65.0	Male
232	82.3	176.5	121.4	112.8	89.5	96.9	100.9	54.9	38.5	28.7	35.9	33.6	22.1	17.1	45.0	Male
233	73.6	180.3	112.3	95.7	82.9	89.6	94.8	51.9	32.2	25.3	33.4	32.8	21.4	16.3	37.0	Male
234	74.1	167.6	113.2	104.9	90.1	90.8	96.6	55.0	32.9	26.5	35.6	37.9	22.5	17.8	55.0	Male
235	85.9	188.0	121.7	109.1	78.9	91.0	98.1	55.7	38.5	30.1	37.2	36.8	23.4	19.6	33.0	Male
236	73.2	180.3	116.6	105.4	80.7	87.4	95.5	56.8	38.3	28.6	35.0	34.3	23.3	17.3	25.0	Male
237	76.3	167.6	117.8	104.3	94.3	99.4	100.4	59.1	35.0	26.7	35.5	35.9	22.6	17.3	35.0	Male
238	65.9	183.0	118.0	100.5	70.2	79.3	92.0	51.7	32.1	26.7	33.2	34.9	23.7	18.4	28.0	Male
239	90.9	183.0	131.1	111.8	83.6	92.7	101.5	59.5	40.4	31.7	36.7	38.3	25.5	19.4	26.0	Male
240	89.1	179.1	121.4	109.5	91.9	96.5	103.3	57.7	36.5	29.1	34.6	38.8	25.1	18.9	43.0	Male
241	62.3	170.2	116.3	101.2	71.8	82.3	87.6	50.1	34.2	29.2	34.1	33.4	23.1	18.3	30.0	Male
242	82.7	177.8	121.8	103.3	85.0	90.8	97.9	55.2	35.2	29.4	34.9	37.3	23.5	17.3	26.0	Male
243	79.1	179.1	118.2	101.6	85.7	91.0	95.9	50.9	34.0	28.4	35.0	34.3	21.1	16.3	51.0	Male
244	98.2	190.5	126.3	103.1	96.5	99.0	111.8	62.3	34.8	27.5	41.7	37.0	24.3	16.7	30.0	Male
245	84.1	177.8	121.0	104.6	82.4	85.7	99.9	63.3	38.6	32.0	38.4	39.8	25.4	18.1	24.0	Male
246	83.2	180.3	123.1	104.3	86.3	87.8	103.3	59.7	36.4	30.4	39.3	42.0	27.7	18.4	35.0	Male
247	83.2	180.3	114.9	95.9	83.2	88.0	100.6	57.8	34.0	28.2	36.3	39.6	25.2	17.0	37.0	Male
248	51.6	161.2	95.0	83.0	66.5	79.0	92.0	53.5	24.3	20.5	32.0	32.2	21.0	13.5	22.0	Female
249	59.0	167.5	99.5	78.5	61.5	70.5	90.5	57.7	27.8	24.0	38.5	38.5	22.5	15.0	20.0	Female
250	49.2	159.5	88.0	75.0	61.2	66.5	91.0	53.0	24.0	22.0	32.5	32.5	19.0	14.0	19.0	Female
251	63.0	157.0	97.0	86.5	78.0	91.0	99.5	61.5	28.0	24.0	35.2	36.7	23.0	15.0	25.0	Female
252	53.6	155.8	103.3	91.0	70.5	80.5	91.5	55.0	26.9	22.7	33.0	33.3	19.9	14.5	21.0	Female
253	59.0	170.0	93.5	79.5	66.5	78.5	94.0	54.0	26.5	22.5	34.0	35.0	23.0	14.5	23.0	Female
254	47.6	159.1	93.3	77.0	58.0	64.0	85.5	49.5	24.1	22.0	32.5	32.0	19.0	13.9	26.0	Female
255	69.8	166.0	94.5	88.0	74.5	87.0	104.0	64.0	29.2	26.2	38.5	38.0	22.0	16.8	22.0	Female
256	66.8	176.2	98.6	85.0	73.5	92.0	104.1	65.3	29.0	23.4	35.3	37.4	21.6	15.2	28.0	Female
257	75.2	160.2	115.5	98.8	90.5	103.5	108.1	61.1	33.6	26.6	37.2	35.8	22.6	16.3	40.0	Female
258	55.2	172.5	97.9	79.0	66.5	74.0	90.3	52.0	24.8	21.0	32.2	32.5	19.9	13.8	32.0	Female
259	54.2	170.9	97.7	77.6	61.0	71.8	91.6	53.0	25.4	22.6	34.0	34.5	20.5	15.3	25.0	Female
260	62.5	172.9	100.5	85.0	69.5	81.5	94.4	55.8	25.9	22.9	36.1	35.3	20.9	14.4	25.0	Female
261	42.0	153.4	88.7	76.7	62.0	74.1	80.9	48.8	24.0	20.5	30.8	30.4	17.9	13.2	29.0	Female
262	50.0	160.0	96.6	76.7	63.4	69.0	87.7	54.0	25.6	21.6	34.4	32.8	19.1	13.8	22.0	Female
263	49.8	147.2	92.0	82.0	71.0	69.0	88.5	54.5	26.0	21.8	33.5	35.0	21.0	14.0	25.0	Female
264	49.2	168.2	90.0	79.0	59.0	79.0	88.5	51.2	23.5	21.0	32.5	29.6	18.5	14.5	23.0	Female
265	73.2	175.0	104.0	89.5	74.0	92.0	101.0	61.5	31.0	26.5	38.6	38.6	23.8	17.0	37.0	Female
266	47.8	157.0	90.1	73.5	60.5	68.3	88.5	54.0	24.6	20.6	29.0	33.0	19.0	13.2	19.0	Female
267	68.8	167.6	104.0	90.0	75.0	80.5	99.0	59.0	28.7	24.9	37.0	36.5	20.6	15.9	23.0	Female
268	50.6	159.5	91.0	80.0	65.0	78.3	91.0	53.5	27.0	23.0	32.0	31.5	22.0	13.8	25.0	Female
269	82.5	175.0	111.4	94.5	82.2	94.2	110.2	69.0	32.5	26.8	40.5	38.6	23.0	16.6	26.0	Female
270	57.2	166.8	96.2	83.8	70.2	82.5	94.2	54.1	25.9	23.2	34.3	30.9	19.4	14.5	24.0	Female
271	87.8	176.5	117.1	95.2	85.0	91.2	111.0	68.0	34.4	28.3	40.1	40.0	24.2	17.6	29.0	Female
272	72.8	170.2	101.5	91.0	75.0	85.0	103.0	62.0	31.5	26.5	38.2	40.0	23.0	16.0	22.0	Female
273	54.5	174.0	95.1	80.0	63.0	76.5	90.0	51.1	24.6	22.3	35.2	33.7	20.9	15.2	30.0	Female
274	59.8	173.0	97.1	81.7	70.0	81.5	96.0	57.9	26.3	22.6	37.2	36.0	21.0	15.0	23.0	Female
275	67.3	179.9	101.4	89.6	72.6	86.3	93.7	56.4	27.4	23.4	37.0	38.4	21.3	15.6	38.0	Female
276	67.8	170.5	103.7	90.9	78.7	83.5	101.5	59.9	29.5	25.3	35.4	36.7	21.3	15.6	23.0	Female
277	47.0	160.0	89.2	78.5	61.0	73.0	82.5	49.5	24.5	22.5	32.5	33.0	20.5	14.5	19.0	Female
278	46.2	154.4	86.0	78.0	64.2	69.8	89.0	53.0	23.2	21.2	33.0	31.5	20.5	14.0	46.0	Female
279	55.0	162.0	98.1	80.2	63.1	78.9	93.9	57.1	26.4	23.1	35.0	35.0	20.1	14.9	20.0	Female
280	83.0	176.5	114.0	99.0	85.0	92.5	106.4	65.6	31.6	26.6	39.6	38.9	23.3	15.9	22.0	Female
281	54.4	160.0	95.0	80.0	66.0	78.0	92.0	52.5	25.0	22.2	33.0	34.8	20.5	14.4	25.0	Female
282	45.8	152.0	87.0	75.5	65.0	76.7	86.0	51.0	24.5	20.5	31.5	31.0	20.0	14.0	21.0	Female
283	53.6	162.1	100.8	82.6	63.2	70.5	89.1	55.8	27.0	23.6	33.6	33.4	20.0	15.6	23.0	Female
284	73.2	170.0	112.2	94.5	83.6	94.2	104.1	61.5	31.0	25.4	37.2	35.2	22.3	16.1	31.0	Female
285	52.1	160.2	98.7	83.9	68.0	76.1	88.0	52.2	26.2	23.2	33.2	35.3	21.2	14.6	29.0	Female
286	67.9	161.3	100.1	92.8	75.7	88.6	102.6	64.3	31.0	24.9	35.5	38.0	21.5	15.3	19.0	Female
287	56.6	166.4	100.3	85.3	65.5	74.4	95.9	53.7	27.8	23.9	35.6	33.4	21.9	15.2	21.0	Female
288	62.3	168.9	100.5	84.4	66.9	79.7	98.8	59.2	28.5	23.7	35.9	34.6	20.0	15.1	23.0	Female
289	58.5	163.8	101.2	87.6	67.9	82.7	93.5	57.0	29.6	24.5	37.1	36.3	20.6	15.2	24.0	Female
290	54.5	167.6	96.0	81.0	67.8	73.0	92.9	55.8	26.3	23.0	32.3	30.0	18.8	14.3	20.0	Female
291	50.2	160.0	92.8	84.1	63.2	75.0	86.9	52.1	26.5	23.5	32.3	31.6	18.9	15.0	19.0	Female
292	60.3	161.3	95.5	88.2	73.1	80.0	94.9	57.2	27.0	24.3	34.9	35.7	22.0	15.1	20.0	Female
293	58.3	167.6	98.7	88.1	65.3	75.8	95.3	55.7	27.7	24.5	33.1	35.4	21.2	15.7	19.0	Female
294	56.2	165.1	96.9	84.9	65.6	75.5	93.3	57.4	27.7	24.2	35.1	35.6	21.0	14.7	20.0	Female
295	50.2	160.0	91.0	81.2	62.7	75.4	90.0	54.0	25.3	22.7	32.6	32.9	19.8	13.8	19.0	Female
296	72.9	170.0	106.3	91.6	81.8	96.5	99.3	60.7	28.3	25.2	35.0	36.3	21.4	15.3	22.0	Female
297	59.8	157.5	99.8	88.4	72.1	87.3	95.6	59.2	29.0	24.8	34.3	37.1	21.9	14.3	39.0	Female
298	61.0	167.6	105.0	87.6	68.6	80.7	95.8	56.6	28.5	24.1	35.6	34.0	20.7	15.5	18.0	Female
299	69.1	160.7	106.2	91.3	80.0	97.9	104.6	62.7	30.0	23.1	36.3	36.0	21.0	14.6	19.0	Female
300	55.9	163.2	97.7	87.2	64.9	75.9	92.2	53.1	28.0	24.2	34.0	35.4	20.7	15.5	26.0	Female
301	46.5	152.4	97.4	82.2	61.7	66.0	80.7	50.3	23.7	21.6	30.5	33.8	20.7	14.6	20.0	Female
302	54.3	157.5	96.3	82.1	64.0	73.6	98.1	56.8	25.8	23.9	33.7	34.0	20.3	14.6	20.0	Female
303	54.8	168.3	98.0	82.6	58.6	73.0	89.6	54.9	27.1	23.1	33.2	35.8	20.7	14.4	26.0	Female
304	60.7	180.3	94.5	86.5	68.3	89.2	94.0	57.0	26.0	22.6	35.9	32.5	19.7	14.6	21.0	Female
305	60.0	165.5	101.4	85.3	69.5	74.9	94.7	55.7	24.9	22.8	34.9	37.1	20.1	14.9	21.0	Female
306	62.0	165.0	95.1	84.7	70.5	86.1	94.1	54.6	28.0	23.0	33.5	33.5	20.0	14.6	38.0	Female
307	60.3	164.5	101.1	86.8	69.8	76.5	93.7	55.7	25.4	23.4	35.9	34.2	21.5	15.1	23.0	Female
308	52.7	156.0	97.4	85.2	69.0	76.3	86.7	51.5	26.6	22.7	31.6	33.3	19.6	15.3	37.0	Female
309	74.3	160.0	104.8	93.9	81.0	93.2	105.9	65.5	31.3	26.8	38.1	37.7	21.7	15.9	19.0	Female
310	62.0	163.0	94.5	84.5	71.0	80.5	97.5	59.5	28.0	23.0	34.0	34.2	20.6	15.0	25.0	Female
311	73.1	165.7	103.2	90.7	73.6	79.8	105.3	65.8	29.5	26.6	38.8	39.7	24.3	15.9	20.0	Female
312	80.0	161.0	110.8	97.4	96.3	104.2	102.6	57.5	34.3	26.5	38.3	41.1	22.9	16.4	41.0	Female
313	54.7	162.0	94.6	83.3	65.0	68.2	91.6	55.3	27.7	23.2	33.0	31.5	18.9	14.1	26.0	Female
314	53.2	166.0	96.6	82.1	62.8	70.6	83.9	51.5	24.6	21.4	34.0	34.8	20.9	14.3	21.0	Female
315	75.7	174.0	102.8	92.2	83.0	101.4	108.1	65.0	29.8	24.6	38.1	37.8	20.7	16.6	47.0	Female
316	61.1	172.7	96.9	83.6	67.6	86.2	99.1	57.5	26.4	23.3	38.5	35.0	22.1	15.6	19.0	Female
317	55.7	167.6	95.6	82.6	65.4	74.8	89.3	53.7	26.4	23.8	34.0	33.7	19.1	14.7	44.0	Female
318	48.7	151.1	92.4	77.0	61.6	74.0	89.9	53.6	26.3	23.1	33.3	32.4	19.0	14.2	35.0	Female
319	52.3	164.5	93.7	79.3	63.2	75.5	85.8	51.6	24.2	22.4	32.5	31.3	18.4	14.7	32.0	Female
320	50.0	163.5	96.1	84.3	59.4	74.0	85.8	51.0	26.9	23.0	32.8	32.1	19.7	15.0	46.0	Female
321	59.3	152.0	100.1	85.6	62.7	74.0	96.0	61.5	28.0	23.6	35.4	38.5	21.3	15.4	22.0	Female
322	62.5	169.0	98.8	85.0	66.6	82.0	98.7	60.3	30.4	25.2	35.7	38.2	21.8	15.9	49.0	Female
323	55.7	164.0	92.2	79.1	64.6	82.5	94.9	54.0	24.7	21.7	37.4	35.5	21.0	15.0	52.0	Female
324	54.8	161.2	97.3	85.0	65.7	77.7	90.5	56.1	29.4	23.1	33.2	34.4	20.3	14.4	25.0	Female
325	45.9	155.0	90.5	79.0	63.0	79.2	86.6	48.5	26.4	22.5	32.2	30.3	20.2	15.0	48.0	Female
326	70.6	170.0	110.5	96.2	78.5	93.4	103.0	59.6	30.2	25.9	37.0	35.2	23.2	16.2	41.0	Female
327	67.2	176.2	103.0	86.0	68.2	76.2	97.9	59.8	29.8	25.0	36.8	38.1	21.8	16.2	18.0	Female
328	69.4	170.0	109.0	89.8	68.5	80.2	98.1	62.0	30.1	26.2	40.9	40.4	23.3	16.4	30.0	Female
329	58.2	162.5	104.8	84.5	68.8	70.6	94.8	56.5	27.0	23.4	34.4	35.2	21.6	14.6	20.0	Female
330	64.8	170.3	109.2	88.2	69.0	77.6	96.5	57.6	28.6	25.2	37.0	35.0	22.2	16.2	24.0	Female
331	71.6	164.1	117.0	99.5	78.0	87.5	103.0	64.8	31.1	26.6	35.2	36.7	21.8	16.2	23.0	Female
332	52.8	169.5	93.9	76.1	62.0	70.8	86.8	52.6	24.3	22.3	34.2	34.8	20.2	14.4	30.0	Female
333	59.8	163.2	105.5	85.8	65.8	70.5	89.3	57.4	27.0	23.2	36.8	36.2	22.1	15.8	23.0	Female
334	49.0	154.5	99.4	82.0	65.0	77.2	89.5	53.4	26.0	21.4	34.0	33.9	21.4	14.4	45.0	Female
335	50.0	159.8	89.5	77.5	64.9	74.5	88.4	53.4	25.6	22.4	30.9	32.6	19.1	14.0	20.0	Female
336	69.2	173.2	98.5	85.7	71.5	82.0	100.5	60.4	28.0	24.2	36.6	36.4	21.8	15.6	20.0	Female
337	55.9	170.0	94.9	78.8	61.4	78.8	94.0	56.4	27.1	22.8	35.4	34.8	21.0	15.0	23.0	Female
338	63.4	161.4	96.3	88.0	75.4	90.0	101.3	63.1	28.4	22.6	37.6	34.3	21.7	14.8	21.0	Female
339	58.2	169.0	96.8	80.2	67.2	78.3	95.5	54.7	27.0	22.2	36.0	35.4	22.2	15.6	28.0	Female
340	58.6	166.2	102.5	85.6	69.5	75.5	95.3	57.6	28.5	24.4	35.2	35.4	21.8	15.4	45.0	Female
341	45.7	159.4	95.2	81.3	57.9	66.4	84.1	49.0	26.6	22.2	33.6	33.0	19.6	14.0	24.0	Female
342	52.2	162.5	103.0	84.6	64.4	77.9	91.0	53.4	26.6	23.3	32.7	33.0	19.4	14.2	25.0	Female
343	48.6	159.0	99.1	82.2	62.3	68.7	83.9	52.8	24.4	22.1	32.4	32.5	21.0	14.8	19.0	Female
344	57.8	162.8	104.1	84.9	68.7	78.6	93.1	55.2	28.2	23.8	34.6	34.3	21.5	15.0	20.0	Female
345	55.6	159.0	99.5	81.5	68.0	84.6	92.3	55.4	27.4	23.0	34.5	35.3	21.6	15.6	29.0	Female
346	66.8	179.8	110.2	89.9	66.0	79.9	97.1	59.0	27.0	24.2	37.2	39.0	23.2	16.2	24.0	Female
347	59.4	162.9	107.1	89.8	71.2	85.7	97.5	58.2	28.2	25.2	34.2	34.0	20.4	15.4	24.0	Female
348	53.6	161.0	95.7	80.8	64.8	79.8	92.0	57.4	26.5	22.6	31.0	35.2	20.4	14.4	25.0	Female
349	73.2	151.1	103.4	88.4	78.0	85.6	112.1	75.7	33.8	24.6	38.2	39.8	22.0	14.4	31.0	Female
350	53.4	168.2	94.6	80.2	60.7	77.0	89.9	53.3	25.2	22.4	34.2	32.2	19.0	14.6	22.0	Female
351	69.0	168.9	104.5	89.5	75.0	95.0	104.9	63.2	29.6	23.9	37.6	36.6	22.0	15.1	20.0	Female
352	58.4	173.2	97.7	83.7	68.6	83.0	94.2	58.0	26.2	22.1	32.2	35.9	19.9	14.6	32.0	Female
353	56.2	171.8	96.4	82.5	67.1	75.0	90.4	53.2	27.3	23.6	35.9	36.6	23.8	15.3	25.0	Female
354	70.6	178.0	103.0	85.5	68.0	84.5	99.5	60.8	26.5	24.2	40.5	39.4	23.2	15.8	19.0	Female
355	59.8	164.3	103.4	88.3	71.0	87.1	98.7	59.2	28.2	23.6	35.6	35.8	20.8	15.5	23.0	Female
356	72.0	163.0	109.5	91.5	76.0	82.5	103.5	64.8	29.5	25.2	39.2	37.0	21.8	15.8	22.0	Female
357	65.2	168.5	110.7	92.2	70.3	82.8	100.0	59.6	30.8	25.4	37.0	37.0	23.0	16.0	20.0	Female
358	56.6	166.8	102.2	80.5	69.5	81.0	95.2	56.2	27.4	23.8	35.4	34.0	21.3	15.2	27.0	Female
359	105.2	172.7	129.5	108.0	101.5	105.5	114.0	70.0	40.3	30.8	45.6	45.0	25.8	18.2	34.0	Female
360	51.8	163.5	99.2	80.0	67.2	75.2	91.2	53.6	27.1	23.2	34.6	34.2	20.3	14.2	25.0	Female
361	63.4	169.4	104.7	89.5	68.7	81.0	93.8	58.0	30.0	24.4	35.9	37.4	22.0	16.0	26.0	Female
362	59.0	167.8	98.9	84.9	66.0	81.0	92.0	56.2	26.4	22.6	35.4	35.6	21.0	14.5	19.0	Female
363	47.6	159.5	98.5	80.8	67.5	75.4	85.8	53.8	24.8	21.5	33.0	33.0	20.0	14.0	26.0	Female
364	63.0	167.6	102.2	81.0	65.2	75.9	95.4	58.5	27.2	25.3	37.5	38.4	23.2	15.8	25.0	Female
365	55.2	161.2	100.2	88.7	64.2	76.8	88.4	56.0	29.0	23.8	33.9	33.2	20.5	15.0	20.0	Female
366	45.0	160.0	85.9	74.5	61.0	65.3	84.5	51.5	22.4	19.6	30.4	28.4	17.4	13.2	21.0	Female
367	54.0	163.2	99.8	81.9	60.2	64.2	91.7	53.3	26.0	23.2	36.0	35.8	21.2	15.2	18.0	Female
368	50.2	162.2	93.3	75.8	62.6	72.9	87.4	54.0	26.4	21.8	34.5	33.0	20.7	14.4	19.0	Female
369	60.2	161.3	107.3	88.0	72.7	76.7	95.9	56.6	29.5	25.3	36.8	37.6	22.4	16.6	27.0	Female
370	44.8	149.5	90.0	72.6	58.5	67.2	84.3	52.2	25.0	20.7	31.7	32.0	20.1	13.1	26.0	Female
371	58.8	157.5	101.5	88.0	67.5	79.5	96.5	56.3	28.4	24.6	35.6	33.5	21.8	16.0	36.0	Female
372	56.4	163.2	105.1	86.0	66.1	73.2	91.8	54.4	27.4	23.8	35.0	33.0	20.2	14.9	20.0	Female
373	62.0	172.7	101.0	85.5	68.0	86.1	101.0	59.6	28.0	23.3	36.1	35.1	21.6	15.6	28.0	Female
374	49.2	155.0	91.9	80.4	64.0	85.0	92.6	54.8	25.6	20.7	32.7	31.5	18.9	13.4	32.0	Female
375	67.2	156.5	112.1	98.1	90.1	90.1	95.2	53.8	32.1	25.8	34.7	37.2	21.5	15.8	32.0	Female
376	53.8	164.0	98.2	82.0	64.1	74.1	96.0	53.7	26.6	23.2	35.2	35.0	21.0	14.8	23.0	Female
377	54.4	160.9	102.5	89.0	72.4	80.3	89.9	52.6	27.6	23.8	33.2	34.4	21.3	14.6	20.0	Female
378	58.0	162.8	98.4	85.8	71.0	85.0	92.7	57.3	28.4	23.6	34.2	34.0	19.8	13.8	20.0	Female
379	59.8	167.0	96.8	85.9	69.1	77.2	94.1	56.2	28.9	23.1	35.0	34.4	20.0	15.0	20.0	Female
380	54.8	160.0	103.9	82.5	66.1	74.9	93.8	54.2	27.8	24.0	35.3	33.7	22.0	14.6	23.0	Female
381	43.2	160.0	92.7	74.5	59.5	65.5	78.8	46.3	23.2	20.8	31.6	29.6	18.6	13.8	20.0	Female
382	60.5	168.9	105.0	89.4	71.5	80.6	96.0	56.9	26.8	22.0	33.8	33.5	21.1	15.3	28.0	Female
383	46.4	158.2	94.0	80.3	65.0	73.3	84.9	50.8	25.0	22.2	31.6	31.6	18.8	14.2	23.0	Female
384	64.4	156.0	101.5	85.6	71.5	82.0	97.5	63.0	28.4	23.5	39.1	38.2	20.4	14.4	19.0	Female
385	48.8	160.0	92.0	83.0	63.0	72.0	86.0	53.0	24.1	22.0	30.0	31.2	20.4	14.4	28.0	Female
386	62.2	167.1	108.5	88.2	70.0	81.2	96.8	59.8	30.1	25.2	35.8	35.0	21.7	16.0	19.0	Female
387	55.5	158.0	93.8	85.5	70.4	82.4	93.5	57.5	28.3	21.9	33.1	32.8	19.0	13.9	29.0	Female
388	57.8	167.6	99.8	80.6	64.3	75.0	93.0	55.6	28.2	23.8	35.6	35.5	22.0	15.5	32.0	Female
389	54.6	156.0	100.3	81.0	66.0	73.2	90.2	54.8	26.8	23.8	34.7	34.5	21.4	15.2	20.0	Female
390	59.2	162.1	101.5	83.6	70.5	78.5	91.9	56.8	30.5	24.3	35.8	36.9	20.4	15.7	28.0	Female
391	52.7	173.4	94.7	79.4	62.0	73.0	88.5	53.6	24.7	22.4	33.5	33.0	19.4	14.5	36.0	Female
392	53.2	159.8	103.1	82.9	67.6	73.9	90.2	56.4	30.2	24.2	34.1	33.8	20.6	14.8	22.0	Female
393	64.5	170.5	94.5	83.2	65.0	80.9	97.6	62.2	27.2	22.8	38.6	37.4	20.6	14.8	20.0	Female
394	51.8	159.2	97.1	78.1	64.0	75.9	95.0	55.9	25.2	23.0	32.3	34.8	20.3	13.4	22.0	Female
395	56.0	157.5	98.0	82.4	70.5	81.6	98.0	61.4	27.2	23.2	35.6	30.5	20.1	14.6	32.0	Female
396	63.6	161.3	102.4	90.0	79.2	95.2	97.4	61.7	27.8	23.4	36.0	35.7	23.8	14.1	40.0	Female
397	63.2	162.6	109.1	92.4	71.1	91.5	98.2	55.3	29.6	24.6	34.3	36.6	20.7	15.6	40.0	Female
398	59.5	160.0	94.7	86.7	74.7	90.8	100.0	59.4	31.0	23.7	35.7	34.0	20.9	14.2	42.0	Female
399	56.8	168.9	98.2	84.0	62.9	76.8	95.5	52.8	26.4	23.1	34.6	32.3	20.4	14.7	40.0	Female
400	64.1	165.1	101.5	86.0	70.6	91.9	101.9	62.0	29.1	24.2	37.2	33.1	19.9	15.0	44.0	Female
401	50.0	162.6	96.6	84.5	61.6	81.0	87.6	51.6	27.4	23.7	32.4	32.9	20.3	14.6	30.0	Female
402	72.3	165.1	106.1	91.2	74.2	98.2	102.6	61.5	31.4	25.0	37.6	41.9	24.3	15.4	28.0	Female
403	55.0	166.4	100.1	81.1	65.5	82.3	90.4	53.3	26.8	22.3	34.2	33.4	21.5	14.5	37.0	Female
404	55.9	160.0	105.3	87.6	67.7	84.2	92.0	54.3	28.2	23.8	33.0	32.7	18.8	14.7	40.0	Female
405	60.4	152.4	99.8	88.2	72.9	97.4	102.2	60.1	29.9	24.1	33.8	33.5	21.0	15.1	45.0	Female
406	69.1	170.2	103.9	88.2	72.1	96.3	106.7	62.0	27.3	23.1	34.6	35.6	23.5	14.7	35.0	Female
407	84.5	162.6	111.0	104.2	93.4	111.1	109.8	67.7	35.7	28.6	41.5	38.6	22.3	17.3	41.0	Female
408	55.9	170.2	99.0	84.8	60.7	78.0	89.1	52.6	26.6	22.8	32.5	34.6	21.2	14.1	27.0	Female
409	55.5	158.8	102.5	84.3	69.2	85.3	93.0	53.9	27.9	23.7	35.5	33.1	21.9	15.1	20.0	Female
410	69.5	172.7	105.6	91.0	75.5	90.7	98.6	62.7	31.5	24.8	37.2	35.4	20.3	14.6	24.0	Female
411	76.4	167.6	99.5	90.5	85.6	111.7	112.1	64.3	31.3	25.0	35.5	38.0	21.0	14.6	36.0	Female
412	61.4	162.6	106.5	89.6	71.6	92.7	95.0	56.8	27.2	24.3	36.2	35.8	20.1	14.6	27.0	Female
413	65.9	167.6	104.1	89.3	75.5	98.9	100.2	57.8	30.3	23.8	37.3	37.0	22.5	15.1	32.0	Female
414	58.6	156.2	99.7	90.0	73.7	92.7	101.2	57.4	28.1	23.3	33.9	33.3	21.2	14.9	64.0	Female
415	66.8	175.2	106.6	88.2	67.9	86.9	100.8	60.2	31.0	26.6	36.6	38.5	22.2	16.0	21.0	Female
416	56.6	172.1	97.2	83.5	71.2	83.0	96.5	52.4	25.2	21.7	33.7	32.1	21.0	15.0	32.0	Female
417	58.6	162.6	100.8	91.0	69.3	85.9	93.2	55.4	29.7	24.1	34.8	34.6	21.5	14.6	35.0	Female
418	55.9	160.0	100.7	88.2	75.6	94.7	95.8	58.5	30.0	22.2	34.6	32.6	19.9	13.7	41.0	Female
419	59.1	165.1	99.1	82.2	63.8	81.8	97.6	59.0	27.8	23.6	35.9	35.5	22.6	15.4	40.0	Female
420	81.8	182.9	108.9	98.9	83.6	108.6	108.3	63.0	31.9	26.0	38.1	36.4	24.5	16.0	29.0	Female
421	70.7	166.4	109.8	97.9	84.9	98.0	102.4	59.9	32.0	25.7	37.6	33.7	21.6	15.5	40.0	Female
422	56.8	165.1	99.5	81.7	66.0	85.0	94.3	56.4	28.0	21.1	32.1	34.3	21.0	14.4	24.0	Female
423	60.0	177.8	100.5	86.1	68.3	85.3	96.5	55.1	26.0	22.6	33.9	33.7	21.8	15.0	23.0	Female
424	58.2	165.1	97.4	87.1	63.8	88.3	94.0	56.1	28.1	24.0	33.1	35.2	22.1	16.0	41.0	Female
425	72.7	175.3	105.0	76.8	73.6	106.3	106.2	61.7	31.4	26.2	39.6	39.1	24.8	16.2	44.0	Female
426	54.1	154.9	102.9	87.9	76.3	93.8	98.6	55.5	31.2	23.0	32.3	31.3	20.3	15.1	53.0	Female
427	49.1	158.8	93.9	81.6	58.8	77.4	89.3	51.6	25.4	22.4	33.8	32.4	21.0	14.8	19.0	Female
